instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_impact,day_type,holiday_type,day_holiday_type
12143,2012-05-26,2,1,5,3,0,6,0,1,0.62,0.5606,0.88,0.1045,9,22,31,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12144,2012-05-26,2,1,5,4,0,6,0,1,0.62,0.5606,0.88,0.1343,0,2,2,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12145,2012-05-26,2,1,5,5,0,6,0,1,0.62,0.5758,0.83,0.2537,0,10,10,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12146,2012-05-26,2,1,5,6,0,6,0,1,0.62,0.5606,0.88,0.194,6,25,31,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12147,2012-05-26,2,1,5,7,0,6,0,2,0.62,0.5606,0.88,0.1642,10,44,54,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12148,2012-05-26,2,1,5,8,0,6,0,1,0.64,0.5909,0.78,0.1343,38,103,141,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12149,2012-05-26,2,1,5,9,0,6,0,1,0.64,0.5758,0.83,0.194,97,192,289,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12150,2012-05-26,2,1,5,10,0,6,0,1,0.68,0.6364,0.79,0.2239,181,256,437,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12151,2012-05-26,2,1,5,11,0,6,0,1,0.7,0.6667,0.74,0.194,208,312,520,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12152,2012-05-26,2,1,5,12,0,6,0,1,0.74,0.697,0.66,0.2239,236,293,529,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12153,2012-05-26,2,1,5,13,0,6,0,1,0.76,0.7273,0.66,0.194,265,274,539,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12154,2012-05-26,2,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,307,257,564,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12155,2012-05-26,2,1,5,15,0,6,0,1,0.76,0.7273,0.66,0.2836,274,239,513,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12156,2012-05-26,2,1,5,16,0,6,0,1,0.78,0.7273,0.55,0.2537,261,243,504,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12157,2012-05-26,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,235,227,462,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12158,2012-05-26,2,1,5,18,0,6,0,2,0.76,0.697,0.52,0.194,199,216,415,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12159,2012-05-26,2,1,5,19,0,6,0,2,0.74,0.697,0.66,0.2239,159,214,373,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12160,2012-05-26,2,1,5,20,0,6,0,2,0.74,0.6818,0.55,0.194,103,152,255,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12161,2012-05-26,2,1,5,21,0,6,0,2,0.72,0.6818,0.62,0.194,100,151,251,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12162,2012-05-26,2,1,5,22,0,6,0,1,0.7,0.6667,0.74,0.2537,86,118,204,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12163,2012-05-26,2,1,5,23,0,6,0,1,0.7,0.6667,0.74,0.2537,36,114,150,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12164,2012-05-27,2,1,5,0,0,0,0,2,0.68,0.6364,0.69,0.1642,48,89,137,Mist/Cloudy,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12165,2012-05-27,2,1,5,1,0,0,0,1,0.66,0.6212,0.74,0.2239,17,61,78,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12166,2012-05-27,2,1,5,2,0,0,0,1,0.64,0.6061,0.73,0.2239,16,45,61,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12167,2012-05-27,2,1,5,3,0,0,0,1,0.64,0.6061,0.73,0.1642,11,25,36,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12168,2012-05-27,2,1,5,4,0,0,0,1,0.62,0.5758,0.83,0.194,4,7,11,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12169,2012-05-27,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194,2,5,7,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12170,2012-05-27,2,1,5,6,0,0,0,1,0.62,0.5758,0.83,0.1642,8,14,22,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12171,2012-05-27,2,1,5,7,0,0,0,1,0.62,0.5606,0.88,0.1642,22,30,52,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12172,2012-05-27,2,1,5,8,0,0,0,1,0.64,0.5758,0.83,0.194,69,82,151,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12173,2012-05-27,2,1,5,9,0,0,0,1,0.66,0.6061,0.83,0.2239,130,140,270,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12174,2012-05-27,2,1,5,10,0,0,0,1,0.68,0.6364,0.74,0.2537,209,215,424,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12175,2012-05-27,2,1,5,11,0,0,0,1,0.72,0.6818,0.66,0.2239,268,251,519,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12176,2012-05-27,2,1,5,12,0,0,0,1,0.74,0.697,0.66,0.2537,301,269,570,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12177,2012-05-27,2,1,5,13,0,0,0,1,0.76,0.7121,0.58,0.194,270,228,498,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12178,2012-05-27,2,1,5,14,0,0,0,1,0.76,0.7121,0.58,0.2537,317,230,547,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12179,2012-05-27,2,1,5,15,0,0,0,1,0.78,0.7121,0.52,0.2836,290,245,535,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12180,2012-05-27,2,1,5,16,0,0,0,1,0.78,0.7121,0.52,0.2836,258,243,501,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12181,2012-05-27,2,1,5,17,0,0,0,1,0.78,0.7121,0.49,0.2985,275,247,522,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12182,2012-05-27,2,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,266,252,518,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12183,2012-05-27,2,1,5,19,0,0,0,1,0.76,0.7121,0.58,0.194,230,212,442,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12184,2012-05-27,2,1,5,20,0,0,0,1,0.74,0.6818,0.55,0.1642,168,224,392,Clear/Few clouds,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12185,2012-05-27,2,1,5,21,0,0,0,3,0.66,0.6212,0.69,0.4179,64,79,143,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12186,2012-05-27,2,1,5,22,0,0,0,3,0.62,0.5758,0.83,0.0,9,50,59,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12187,2012-05-27,2,1,5,23,0,0,0,3,0.62,0.5758,0.83,0.1343,31,65,96,Light Snow/Rain,Non-Working Day,Non-Holiday,Non-Working Day - Non-Holiday
12188,2012-05-28,2,1,5,0,1,1,0,1,0.62,0.5758,0.83,0.2239,21,44,65,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12189,2012-05-28,2,1,5,1,1,1,0,2,0.62,0.5909,0.78,0.2985,14,45,59,Mist/Cloudy,Non-Working Day,Holiday,Non-Working Day - Holiday
12190,2012-05-28,2,1,5,2,1,1,0,1,0.6,0.5606,0.83,0.2239,20,28,48,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12191,2012-05-28,2,1,5,3,1,1,0,1,0.62,0.5909,0.73,0.1642,6,12,18,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12192,2012-05-28,2,1,5,4,1,1,0,1,0.6,0.5758,0.78,0.1343,2,4,6,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12193,2012-05-28,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12194,2012-05-28,2,1,5,6,1,1,0,1,0.62,0.5909,0.73,0.1642,6,14,20,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12195,2012-05-28,2,1,5,7,1,1,0,1,0.62,0.5909,0.78,0.1045,24,43,67,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12196,2012-05-28,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0.0,62,93,155,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12197,2012-05-28,2,1,5,9,1,1,0,1,0.7,0.6515,0.61,0.0,121,142,263,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12198,2012-05-28,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,189,175,364,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12199,2012-05-28,2,1,5,11,1,1,0,1,0.72,0.6818,0.66,0.1343,254,222,476,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12200,2012-05-28,2,1,5,12,1,1,0,1,0.76,0.7121,0.62,0.1343,233,292,525,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12201,2012-05-28,2,1,5,13,1,1,0,1,0.8,0.7879,0.63,0.2836,272,284,556,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12202,2012-05-28,2,1,5,14,1,1,0,1,0.8,0.7879,0.63,0.2836,238,227,465,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12203,2012-05-28,2,1,5,15,1,1,0,1,0.82,0.7879,0.56,0.2985,181,279,460,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12204,2012-05-28,2,1,5,16,1,1,0,1,0.82,0.7879,0.56,0.3284,223,278,501,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12205,2012-05-28,2,1,5,17,1,1,0,1,0.82,0.7879,0.56,0.2985,158,247,405,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12206,2012-05-28,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,132,251,383,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12207,2012-05-28,2,1,5,19,1,1,0,1,0.8,0.7576,0.55,0.2985,148,247,395,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12208,2012-05-28,2,1,5,20,1,1,0,1,0.78,0.7424,0.62,0.2985,114,203,317,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12209,2012-05-28,2,1,5,21,1,1,0,1,0.76,0.7273,0.66,0.2836,66,181,247,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12210,2012-05-28,2,1,5,22,1,1,0,1,0.74,0.697,0.7,0.1642,47,110,157,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12211,2012-05-28,2,1,5,23,1,1,0,1,0.72,0.697,0.74,0.1642,22,60,82,Clear/Few clouds,Non-Working Day,Holiday,Non-Working Day - Holiday
12212,2012-05-29,2,1,5,0,0,2,1,1,0.7,0.6667,0.79,0.194,12,33,45,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12213,2012-05-29,2,1,5,1,0,2,1,1,0.7,0.6667,0.79,0.194,1,13,14,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12214,2012-05-29,2,1,5,2,0,2,1,1,0.68,0.6364,0.83,0.1343,0,8,8,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12215,2012-05-29,2,1,5,3,0,2,1,1,0.68,0.6364,0.79,0.2836,1,2,3,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12216,2012-05-29,2,1,5,4,0,2,1,1,0.66,0.6061,0.78,0.2239,0,5,5,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12217,2012-05-29,2,1,5,5,0,2,1,1,0.66,0.6061,0.78,0.2239,1,32,33,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12218,2012-05-29,2,1,5,6,0,2,1,1,0.66,0.6061,0.78,0.2239,9,145,154,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12219,2012-05-29,2,1,5,7,0,2,1,1,0.66,0.6061,0.78,0.2239,19,431,450,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12220,2012-05-29,2,1,5,8,0,2,1,1,0.7,0.6667,0.74,0.194,46,588,634,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12221,2012-05-29,2,1,5,9,0,2,1,1,0.72,0.6818,0.7,0.2537,26,231,257,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12222,2012-05-29,2,1,5,10,0,2,1,1,0.74,0.697,0.7,0.2985,67,116,183,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12223,2012-05-29,2,1,5,11,0,2,1,1,0.76,0.7121,0.62,0.2985,50,147,197,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12224,2012-05-29,2,1,5,12,0,2,1,1,0.8,0.7576,0.55,0.3284,56,181,237,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12225,2012-05-29,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,239,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12226,2012-05-29,2,1,5,14,0,2,1,1,0.82,0.7727,0.52,0.4179,80,158,238,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12227,2012-05-29,2,1,5,15,0,2,1,1,0.82,0.7727,0.49,0.3881,71,185,256,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12228,2012-05-29,2,1,5,16,0,2,1,1,0.82,0.7727,0.49,0.4925,73,320,393,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12229,2012-05-29,2,1,5,17,0,2,1,1,0.82,0.7576,0.46,0.4179,107,674,781,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12230,2012-05-29,2,1,5,18,0,2,1,1,0.8,0.7424,0.49,0.4925,78,632,710,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12231,2012-05-29,2,1,5,19,0,2,1,1,0.78,0.7121,0.52,0.3582,69,457,526,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12232,2012-05-29,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,36,168,204,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12233,2012-05-29,2,1,5,21,0,2,1,3,0.6,0.5455,0.88,0.4478,3,68,71,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12234,2012-05-29,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2,53,55,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12235,2012-05-29,2,1,5,23,0,2,1,3,0.62,0.5455,0.94,0.0,10,40,50,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12236,2012-05-30,2,1,5,0,0,3,1,3,0.64,0.5758,0.89,0.1045,4,32,36,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12237,2012-05-30,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.194,0,4,4,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12238,2012-05-30,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,5,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12239,2012-05-30,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,5,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12240,2012-05-30,2,1,5,4,0,3,1,2,0.62,0.5606,0.88,0.1343,0,6,6,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12241,2012-05-30,2,1,5,5,0,3,1,2,0.62,0.5909,0.78,0.1343,1,40,41,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12242,2012-05-30,2,1,5,6,0,3,1,2,0.6,0.5758,0.78,0.1045,5,139,144,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12243,2012-05-30,2,1,5,7,0,3,1,3,0.6,0.5758,0.78,0.194,14,469,483,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12244,2012-05-30,2,1,5,8,0,3,1,2,0.6,0.5909,0.73,0.1642,29,642,671,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12245,2012-05-30,2,1,5,9,0,3,1,2,0.62,0.6061,0.69,0.194,23,282,305,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12246,2012-05-30,2,1,5,10,0,3,1,2,0.62,0.6061,0.69,0.2836,39,138,177,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12247,2012-05-30,2,1,5,11,0,3,1,2,0.66,0.6212,0.65,0.194,53,155,208,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12248,2012-05-30,2,1,5,12,0,3,1,1,0.7,0.6515,0.54,0.0,33,220,253,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12249,2012-05-30,2,1,5,13,0,3,1,1,0.7,0.6515,0.51,0.0,53,236,289,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12250,2012-05-30,2,1,5,14,0,3,1,1,0.72,0.6515,0.42,0.1343,44,208,252,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12251,2012-05-30,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12252,2012-05-30,2,1,5,16,0,3,1,1,0.72,0.6667,0.51,0.1642,46,352,398,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12253,2012-05-30,2,1,5,17,0,3,1,1,0.74,0.6667,0.48,0.0896,83,756,839,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12254,2012-05-30,2,1,5,18,0,3,1,1,0.74,0.6667,0.48,0.1642,50,746,796,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12255,2012-05-30,2,1,5,19,0,3,1,1,0.72,0.6667,0.54,0.1642,50,506,556,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12256,2012-05-30,2,1,5,20,0,3,1,2,0.54,0.5152,0.6,0.1343,57,374,431,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12257,2012-05-30,2,1,5,21,0,3,1,1,0.68,0.6364,0.57,0.1045,41,263,304,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12258,2012-05-30,2,1,5,22,0,3,1,1,0.66,0.6212,0.69,0.1045,26,191,217,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12259,2012-05-30,2,1,5,23,0,3,1,1,0.66,0.6212,0.65,0.1045,39,121,160,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12260,2012-05-31,2,1,5,0,0,4,1,1,0.64,0.6061,0.69,0.1343,13,48,61,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12261,2012-05-31,2,1,5,1,0,4,1,1,0.64,0.6061,0.69,0.0896,4,22,26,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12262,2012-05-31,2,1,5,2,0,4,1,1,0.64,0.6061,0.65,0.0896,6,8,14,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12263,2012-05-31,2,1,5,3,0,4,1,1,0.62,0.6061,0.69,0.0896,0,8,8,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12264,2012-05-31,2,1,5,4,0,4,1,1,0.62,0.6061,0.69,0.0,0,8,8,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12265,2012-05-31,2,1,5,5,0,4,1,1,0.62,0.6061,0.69,0.2537,1,32,33,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12266,2012-05-31,2,1,5,6,0,4,1,1,0.6,0.5909,0.73,0.2239,7,171,178,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12267,2012-05-31,2,1,5,7,0,4,1,1,0.6,0.6061,0.64,0.2836,18,489,507,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12268,2012-05-31,2,1,5,8,0,4,1,1,0.62,0.6212,0.57,0.2537,18,675,693,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12269,2012-05-31,2,1,5,9,0,4,1,1,0.66,0.6212,0.47,0.2537,47,264,311,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12270,2012-05-31,2,1,5,10,0,4,1,1,0.7,0.6364,0.39,0.3881,65,155,220,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12271,2012-05-31,2,1,5,11,0,4,1,1,0.72,0.6515,0.37,0.2836,65,153,218,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12272,2012-05-31,2,1,5,12,0,4,1,1,0.72,0.6515,0.37,0.194,62,230,292,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12273,2012-05-31,2,1,5,13,0,4,1,1,0.74,0.6515,0.35,0.1343,77,216,293,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12274,2012-05-31,2,1,5,14,0,4,1,1,0.76,0.6667,0.31,0.194,61,193,254,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12275,2012-05-31,2,1,5,15,0,4,1,1,0.76,0.6667,0.33,0.2985,81,209,290,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12276,2012-05-31,2,1,5,16,0,4,1,1,0.76,0.6667,0.33,0.2836,103,384,487,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12277,2012-05-31,2,1,5,17,0,4,1,1,0.76,0.6667,0.31,0.1642,85,742,827,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12278,2012-05-31,2,1,5,18,0,4,1,1,0.74,0.6515,0.3,0.194,85,700,785,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12279,2012-05-31,2,1,5,19,0,4,1,1,0.72,0.6515,0.34,0.1642,104,487,591,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12280,2012-05-31,2,1,5,20,0,4,1,1,0.68,0.6364,0.44,0.1642,88,391,479,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12281,2012-05-31,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,41,318,359,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12282,2012-05-31,2,1,5,22,0,4,1,1,0.66,0.6212,0.5,0.1642,43,221,264,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12283,2012-05-31,2,1,5,23,0,4,1,1,0.66,0.6212,0.54,0.2239,26,114,140,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12284,2012-06-01,2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,10,76,86,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12285,2012-06-01,2,1,6,1,0,5,1,1,0.64,0.6212,0.53,0.2239,0,34,34,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12286,2012-06-01,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12287,2012-06-01,2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,0,4,4,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12288,2012-06-01,2,1,6,4,0,5,1,2,0.62,0.5909,0.73,0.0896,1,5,6,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12289,2012-06-01,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,4,41,45,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12290,2012-06-01,2,1,6,6,0,5,1,3,0.62,0.5606,0.88,0.1343,5,136,141,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12291,2012-06-01,2,1,6,7,0,5,1,2,0.64,0.5758,0.89,0.194,33,369,402,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12292,2012-06-01,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,19,675,694,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12293,2012-06-01,2,1,6,9,0,5,1,2,0.64,0.5758,0.83,0.2239,24,274,298,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12294,2012-06-01,2,1,6,10,0,5,1,2,0.66,0.6061,0.78,0.2836,49,155,204,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12295,2012-06-01,2,1,6,11,0,5,1,2,0.7,0.6667,0.74,0.2836,42,193,235,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12296,2012-06-01,2,1,6,12,0,5,1,2,0.7,0.6667,0.74,0.3582,72,238,310,Mist/Cloudy,Working Day,Non-Holiday,Working Day - Non-Holiday
12297,2012-06-01,2,1,6,13,0,5,1,1,0.72,0.6818,0.7,0.2985,76,240,316,Clear/Few clouds,Working Day,Non-Holiday,Working Day - Non-Holiday
12298,2012-06-01,2,1,6,14,0,5,1,3,0.72,0.6818,0.66,0.2836,55,199,254,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12299,2012-06-01,2,1,6,15,0,5,1,3,0.72,0.6818,0.66,0.2836,45,213,258,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12300,2012-06-01,2,1,6,16,0,5,1,3,0.74,0.6818,0.58,0.4478,36,186,222,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
12301,2012-06-01,2,1,6,17,0,5,1,3,0.7,0.6515,0.7,0.2537,25,202,227,Light Snow/Rain,Working Day,Non-Holiday,Working Day - Non-Holiday
